PATENTE;AÑO GIRO;AÑO FABRI.;MONTO PAGADO;TIPO PAGO;FECHA PAGO;MODULO ATENCION;TIPO VEHICULO;MARCA;MODELO;COLOR;CODIGO SII
AA1739;2025;1977;33715;TOTAL;45717;WEB;CAMIONETA;CHEVROLET      ;CC-10703;CREMA;CT500005
BKRC92;2024;2009;17686;2° Cuota;45717;WEB;furgón;CHANGAN;CARGO VAN;BLANCO;CO470001
BKRC92;2025;2009;16858;1°Cuota;45717;WEB;furgón;CHANGAN;CARGO VAN;BLANCO;CO470001
BPBJ23;2025;2008;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;CX7;ROJO;SU1600028
BPBL98;2025;2007;33715;TOTAL;45717;WEB;AUTOMOVIL;CHRYSLER;SEBRING TOURING;BLANCO;SD510039
BPBV33;2025;2004;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;XTERRA 4X4 AUT.;AZUL;SU1760094
BPCF10;2025;2002;33715;TOTAL;45717;WEB;STATION WAGON;ISUZU;TROOPER;BLANCO;SU500041
BPCH71;2025;2009;33715;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;I 10;PLATEADO;HB1110063
BPCR83;2025;2008;33715;TOTAL;45717;WEB;STATION WAGON;SUZUKI;GRAND NOMADE;PLATEADO PLATA;SU2290186
BPVY59;2025;2009;33715;TOTAL;45717;WEB;AUTOMOVIL;CHEVROLET;AVEO SEDAN LT NB;BLANCO GALAXY;SD500226
BRGZ71;2025;2003;33715;TOTAL;45717;WEB;AUTOMOVIL;TOYOTA;VITZ;BLANCO;SD2350116
BRHC35;2025;2008;33715;TOTAL;45717;WEB;STATION WAGON;FORD;ECOSPORT XLS PLUS ;AZUL METALICO;SU790043
BSDW66;2025;2008;33715;TOTAL;45717;WEB;AUTOMOVIL;CHEVROLET;OPTRA II NLS;PLATEADO POLY;SD500221
BTKS77;2025;2009;33715;TOTAL;45717;WEB;STATION WAGON;FORD;ECOSPORT;BEIGE;SU790046
BVYT40;2025;2009;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;CR V LX;GRIS PLATA;SU1060041
CBRW83;2025;2010;33715;TOTAL;45717;WEB;AUTOMOVIL;CHEVROLET;AVEO LT;GRIS;SD500237
CDLJ93;2025;2000;33715;TOTAL;45717;WEB;AUTOMOVIL;TOYOTA;VITZ 997;GRIS PLOMO;HB1110006
CGBB31;2025;1998;33715;TOTAL;45717;WEB;AUTOMOVIL;HONDA;INTEGRA;BLANCO;SD1060064
CGHD75;2025;2010;35829;TOTAL;45717;WEB;JEEP;TOYOTA;FJ  CRUSUER LIMITED 4X4;BLANCO  GRIS ME;SU2350067
CHYH12;2025;2002;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TERRACAN 4X2;BLANCO GRIS;VN1110075
CHYK79;2025;1997;33715;TOTAL;45717;WEB;STATION WAGON;TOYOTA;REGIUSACE;PLATEADO;VN1660012
CHYR92;2025;2003;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE;CELESTE;VN1110074
CKKF82;2025;2010;33715;TOTAL;45717;WEB;CAMIONETA;NISSAN;NAVARA DCAB LUX LE;PLATEADO PLATA;CT1760247
CKLD25;2025;2000;33715;TOTAL;45717;WEB;AUTOMOVIL;TOYOTA;VITZ;NEGRO;SD2350126
CLCF13;2025;2010;33715;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;ACCENT 1.4;PLATEADO;SD1110146
CPKH48;2025;2001;33715;TOTAL;45717;WEB;AUTOMOVIL;TOYOTA;VITZ;ROSADO;SD2350126
CTZD47;2025;2004;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;AXELA;AZUL PURPURA;HB1600024
CVBR26;2025;1999;33715;TOTAL;45717;WEB;AUTOMOVIL;TOYOTA;VITZ;ROJO;HB1110011
CVXL33;2025;2003;33715;TOTAL;45717;WEB;AUTOMOVIL;TOYOTA;VITZ;GRIS;HB2350013
DCDC14;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;CAPTIVA LS;PLATEADO PLATA;SU500069
DCPH53;2025;1997;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;ELGRAND;PLATEADO;SD1760096
DCYG96;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;KIA;SPORTAGE;VERDE;SU1320090
DJHH45;2025;2008;33715;TOTAL;45717;WEB;STATION WAGON;JEEP;LIBERTY;GRIS;SU1210035
DTSX22;2025;2012;59303;TOTAL;45717;WEB;CAMIONETA;TOYOTA;TUNDRA;PLATEADO METALI;CT2350131
DVWZ32;2025;2012;57221;TOTAL;45717;WEB;CAMIONETA;DODGE;RAM 2500 SLT CREW CAB;NEGRO;CT640069
DWCS49;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SORENTO;NEGRO;SU1320044
DXJV81;2025;2012;55728;TOTAL;45717;WEB;CAMIONETA;FORD;F150DCAB XLT 4X4;GRIS OSCURO;CT790166
DZCG85;2025;2012;33715;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;I 10.1 MOD: 2013;ROJO;HB1110097
FGSK63;2025;2003;33715;TOTAL;45717;WEB;AUTOMOVIL;NISSAN;BLUEBIRD SYLPHY;DORADO;SD1060078
FGSW55;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;TIIDA;PLATEADO;SU2350045
FKFZ67;2025;2005;33715;TOTAL;45717;WEB;STATION WAGON;SUZUKI;SWIFT;GRIS;SU2290141
FLWG99;2025;2008;33715;TOTAL;45717;WEB;STATION WAGON;CHRYSLER;ASPEN 4X4;BLANCO;VN510028
FLWK18;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE;PLATEADO;SU1320086
FSSP28;2025;2003;33715;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;AVANTE;GRIS;SD1110128
FSST34;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;I10;CELESTE PLATEAD;SD1110201
FZKZ85;2025;2004;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;DEMIO;BLANCO;SD1600094
GBCP21;2025;2010;33715;TOTAL;45717;WEB;CAMIONETA;HYUNDAI;PORTER II;AZUL;CT1110044
GDRF22;2025;2003;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;DEMIO;ROJO;HB1600019
GFFY12;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;DEMIO;ROJO;SU1600027
GGDX16;2025;2010;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON 4X2;ROJO;SU1110059
GGDX97;2025;2003;33715;TOTAL;45717;WEB;CAMIONETA;HYUNDAI;PORTER 2.6;BLANCO;CT1110015
GJHT74;2024;2005;17686;2° Cuota;45717;WEB;AUTOMOVIL;NISSAN;TIIDA;PLATEADO;SD1760220
GJHX12;2024;2000;0;TOTAL;45717;WEB;CAMIONETA;HYUNDAI;PORTER;BLANCO;CT1110010
GJHX12;2025;2000;33715;TOTAL;45717;WEB;CAMIONETA;HYUNDAI;PORTER;BLANCO;CT1110010
GLKY75;2025;2002;33715;TOTAL;45717;WEB;STATION WAGON;SSANGYONG;KORANDO;BLANCO;SU2250012
GSKJ87;2025;2015;33715;TOTAL;45717;WEB;AUTOMOVIL;TOYOTA;NEW YARIS SPORT;GRIS OSCURO MET;HB2350063
GVRT22;2025;2002;33715;TOTAL;45717;WEB;CAMIONETA;HYUNDAI;PORTER 2.5;AZUL;CT1110021
GZZV69;2025;2015;39741;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;ELANTRA MD FL GLS;AZUL;SD1110267
HCTZ90;2025;2015;33715;TOTAL;45717;WEB;AUTOMOVIL;SUZUKI;SWIFT;GRIS METALICO;HB2290131
HFGP69;2025;2005;33715;TOTAL;45717;WEB;STATION WAGON;PEUGEOT;206;BLANCO;SU1840071
HFGR16;2025;2008;33715;TOTAL;45717;WEB;AUTOMOVIL;HONDA;FIT;ROJO;SD1060087
HFGR53;2025;2004;16858;1°Cuota;45717;WEB;STATION WAGON;MAZDA;VERISA 1.5 AUT;PLATEADO;HB2350019
HFGT61;2025;2006;33715;TOTAL;45717;WEB;AUTOMOVIL;SUZUKI;SWIFT;ROJO;HB2290077
HFGX62;2025;2005;33715;TOTAL;45717;WEB;AUTOMOVIL;TOYOTA;VISTA;NEGRO;SD2350153
HHWK57;2025;2004;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT 1.3 AUT;BLANCO;HB2350019
HHWS32;2025;2010;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SORENTO;GRIS;VN1320106
HJFZ46;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;CAPTIVA 2.0 AUT ;PLATEADO;VN500033
HKTJ60;2025;2004;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT 1.5 AUT;NEGRO;HB2350019
HPYH20;2025;2015;33715;TOTAL;45717;WEB;AUTOMOVIL;CHEVROLET;SAIL E5 NB;NARANJO METALIC;SD500296
HSZT16;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN ;SERENA;NEGRO;VN1320066
HVVC40;2025;2015;33715;TOTAL;45717;WEB;AUTOMOVIL;FORD;FIESTA;NEGRO;HB790134
HXR071;2025;2015;46668;TOTAL;45717;WEB;MOTO;HARLEY-DAVIDSON;FLHTK;AZUL;MT970142
HXWJ48;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;TIIDA;BLANCO;SU1760169
HXWL70;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;TIIDA;AZUL;SU1760126
IY0817;2025;2014;47466;TOTAL;45717;WEB;MOTO;BMW;K1600 GTL;GRIS;MT320074
JBGL73;2025;2005;33715;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI;OUTLANDER;ROJO;VN1660036
JBGR34;2025;2005;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE 2.0;PLATEADO PLATA;SU1110044
JCYC34;2025;2016;33715;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;TRACKER LT;PLATEADO PLATA;SU500110
JFXD73;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;HONDA ;FIT;AZUL;HB1060021
JFXK31;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI;OUTLANDER;AZUL;VN1660036
JFXR57;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;TIIDA 1.5 AUT;DORADO;SD1760209
JFXR93;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;EQUINOX 2.4 AUT;NEGRO;SU500071
JGBF12;2025;2017;45597;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE LX 2.0;PLATEADO PLATA;SU1320190
JHKL29;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE;PLATEADO;SU1110049
JHKT52;2025;2009;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE;PLATEADO;SU1320105
JHLB78;2025;2007;33715;TOTAL;45717;WEB;AUTOMOVIL;SUZUKI;SWIFT;ROJO;HB2290077
JPXJ40;2025;2004;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI ;TUCSON 2.0 AUT;DORADO;SU1110045
JPXR59;2025;2004;16858;1°Cuota;45717;WEB;STATION WAGON;KIA MOTORS;XTREK;BLANCO PERLA;SU1320042
JPYK20;2025;2008;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;HONDA FIT LX 1.4;GRIS;HB1060021
JSVH88;2025;2008;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;VERACRUZ 4X4;BLANCO;VN1110130
JSVJ46;2025;2010;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS ;SORENTO 2.0 AUT;PLATEADO PLATA;SU1320107
JWBC15;2025;2018;107393;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE GLS;BLANCO;SU1110157
JWBF15;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;MPV;GRIS;SD1600126
JXTR44;2025;2005;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE;PLATEADO PLOMO;SU1320081
JYSL81;2025;2018;33715;TOTAL;45717;WEB;STATION WAGON;BRILLIANCE;V3 ;GRIS GRAFITO;SU350007
JYTG49;2025;2008;33715;TOTAL;45717;WEB;STATION WAGON;HONDA ;FIT;AZUL;HB1060021
KCSS88;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS ;SORENTO 4X4;GRIS;VN1320106
KFRK21;2025;2015;41855;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;NEW TUCSON ;PLATEADO;SU1110162
KGWR89;2025;2011;33715;TOTAL;45717;WEB;AUTOMOVIL;NISSAN ;MARCH;PLATEADO;HB1760041
KGWS73;2025;2005;16858;1°Cuota;45717;WEB;STATION WAGON;KIA MOTORS;SORENTO 2.5 AUT;BLANCO GRIS;SU1320063
KHVW48;2025;2008;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA ;DEMIO;NARANJO;HB1600040
KJLC46;2025;2003;33715;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI;PAJERO SPORT GL;NEGRO;VN1660026
KJTX78;2025;2009;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT;AZUL;HB1060021
KJVX56;2024;2010;17686;2° Cuota;45717;WEB;STATION WAGON;NISSAN;NOTE 1.5 AUT ;PLATEADO;HB1760032
KJVX56;2025;2010;16858;1°Cuota;45717;WEB;STATION WAGON;NISSAN;NOTE 1.5 AUT ;PLATEADO;HB1760032
KRSC20;2025;2013;56571;TOTAL;45717;WEB;STATION WAGON;HYUNDAI ;SANTA FE 4X4 2.0 AUT;GRIS;SU1110124
KSSR82;2025;2018;33715;TOTAL;45717;WEB;AUTOMOVIL;CHEVROLET ;ONIX ;PLATEADO PLATA;HB500181
KSYP79;2025;2009;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO;VIOLETA MORADO;HB1600040
KSYT98;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI;COLT PLUS;BLANCO;SD1660056
KSZG13;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;SUZUKI;SWIFT;AZUL;HB2290080
KVLW77;2025;2019;42958;1°Cuota;45717;WEB;STATION WAGON;TOYOTA;RAV4;GRIS OSCURO ME;SU2350107
KWVX26;2025;2009;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;DEMIO;PLATEADO;HB1060024
KYDG54;2025;2004;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;EDIX;NEGRO;SD1060078
KYDG93;2025;2005;33715;TOTAL;45717;WEB;furgón;CITROEN;C 15;GRIS;CO520038
LBDZ49;2025;2014;23216;1°Cuota;45717;WEB;STATION WAGON;JEEP ;CHEROKEE SPORT 2.4 AUT;ROJO;SU1210067
LBFC27;2025;2013;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT;BLANCO;HB1060024
LBFG27;2025;2011;33715;TOTAL;45717;WEB;AUTOMOVIL;HONDA;FIT;AZUL;HB1060024
LBFJ70;2025;2010;16858;1°Cuota;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE;BLANCO;SU1110070
LDTK42;2025;2010;16858;1°Cuota;45717;WEB;STATION WAGON;HONDA ;FIT 1.3 AUT;ROJO;HB1060024
LDTR22;2025;2008;18861;1°Cuota;45717;WEB;STATION WAGON;HYUNDAI;VERACRUZ;NEGRO;VN1110131
LFWY39;2025;2011;16858;1°Cuota;45717;WEB;AUTOMOVIL;SUZUKI;SWIFT;BLANCO PERLA;HB2290118
LFXC78;2025;2015;22426;1°Cuota;45717;WEB;STATION WAGON;KIA MOTORS ;SPORTAGE 4X4 2.0 AUT;BLANCO;SU1320119
LGXD60;2025;2009;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;TIIDA;DORADO;HB1760028
LGXG84;2025;2011;33715;TOTAL;45717;WEB;AUTOMOVIL;NISSAN;TIIDA LATIO;GRIS PLOMO;HB1760041
LHKT58;2025;2008;16858;1°Cuota;45717;WEB;STATION WAGON;HYUNDAI;TUCSON;GRIS;SU1110063
LHKW50;2025;2015;33715;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI ;ACCENT 1.6;BLANCO;HB1110152
LHKW85;2025;2012;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO;VERDE;SD1600185
LHKZ39;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;WINSTORM;GRIS;SU500056
LJWT44;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SORENTO;PLATEADO;SU1320063
LKYH60;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO;GRIS;SD1600177
LKYL12;2025;2010;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO;PLATEADO;HB1600040
LKYR44;2025;2005;33715;TOTAL;45717;WEB;AUTOMOVIL;MINI;COOPER;ROJO;HB1650004
LKYR71;2025;2007;33715;TOTAL;45717;WEB;CAMIONETA;NISSAN;NAVARA;GRIS;CT1760215
LKYT66;2025;2012;33715;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;VELOSTER;ROJO;HB1110109
LPVS93;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON;BLANCO PERLA;SU1110063
LPVW93;2025;2020;117924;TOTAL;45717;WEB;CAMIONETA;HYUNDAI;PORTER II;BLANCO;CT1110070
LPVY88;2024;2002;36593;TOTAL;45717;WEB;STATION WAGON;SUBARU;SAMBAR;BLANCO;VN1600018
LPVY88;2025;2002;33715;TOTAL;45717;WEB;STATION WAGON;SUBARU;SAMBAR;BLANCO;VN1600018
LRTV61;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO;CAFE MARRON;SD1600177
LRTX83;2025;2012;33715;TOTAL;45717;WEB;STATION WAGON;SSANGYONG;KORANDO ;NEGRO;SU2250069
LSWK57;2024;2012;17686;2° Cuota;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE;BLANCO;SU1320122
LSWK57;2025;2012;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE;BLANCO;SU1320122
LSWK63;2025;2013;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;AXELA SPORT;AZUL;SD1600193
LSWP67;2025;2012;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE;NEGRO;SU1320121
LSWR34;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA ;DEMIO 1.3 AUT;AZUL PURPURA;SD1600184
LT1504;2025;1980;33715;TOTAL;45717;WEB;AUTOMOVIL;MERCEDES BENZ;200 D;VERDE;SD1620019
LTZL83;2025;2020;118699;TOTAL;45717;WEB;STATION WAGON;MAZDA ;NEW CX 5 2.0 AUT;ROJO CRISTAL;SU1600077
LVSJ33;2025;2012;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON ;GRIS;SU1110093
LVSV13;2025;2012;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT ;NEGRO;HB1060026
LW8562;2018;1992;0;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI     ;PAJERO;AZUL PLATEADO;SU1660002
LW8562;2021;1992;0;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI     ;PAJERO;AZUL PLATEADO;SU1660002
LW8562;2022;1992;41409;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI     ;PAJERO;AZUL PLATEADO;SU1660002
LW8562;2023;1992;39042;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI     ;PAJERO;AZUL PLATEADO;SU1660002
LW8562;2024;1992;36593;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI     ;PAJERO;AZUL PLATEADO;SU1660002
LW8562;2025;1992;33715;TOTAL;45717;WEB;STATION WAGON;MITSUBISHI     ;PAJERO;AZUL PLATEADO;SU1660002
LYJY50;2025;2020;39947;TOTAL;45717;WEB;AUTOMOVIL;MAHINDRA;KUV100 ;BLANCO;HB1540002
LYKL63;2025;2014;35712;TOTAL;45717;WEB;CAMIONETA;KIA MOTORS;BONGO ;AZUL;CT1320050
LYKX87;2020;2010;14177;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT 1.3 AUT ;NEGRO;HB1060024
LYKX87;2021;2010;44013;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT 1.3 AUT ;NEGRO;HB1060024
LYKX87;2022;2010;41409;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT 1.3 AUT ;NEGRO;HB1060024
LYKX87;2023;2010;39042;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT 1.3 AUT ;NEGRO;HB1060024
LYKX87;2024;2010;36593;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT 1.3 AUT ;NEGRO;HB1060024
LYKX87;2025;2010;16858;1°Cuota;45717;WEB;STATION WAGON;HONDA;FIT 1.3 AUT ;NEGRO;HB1060024
MK0919;2025;2013;41541;TOTAL;45717;WEB;MOTO;HONDA;GOLDWING 1832 CC;GRIS;MT1060270
PBSB74;2025;2009;16858;1°Cuota;45717;WEB;AUTOMOVIL;MAZDA ;DEMIO 1.3 AUT ;GRIS;HB1600039
PBSC66;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT ;BLANCO;HB1060024
PBSD21;2025;2013;55006;TOTAL;45717;WEB;AUTOMOVIL;DODGE ;CHALLENGER 3.6 AUT ;GRIS;VN640031
PBSH54;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FREED ;BLANCO;SD1060094
PBSP82;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE 2.0 AUT;BLANCO;SU1320091
PBSY87;2025;2015;39554;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;I30 ;BLANCO;HB1110160
PBTR53;2025;2012;33715;TOTAL;45717;WEB;CAMIONETA;KIA MOTORS;BONGO ;AZUL;VN1320094
PBVC32;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;JEEP;G CHEROKEE LAREDO 4X4 3.0 AUT ;PLATEADO;VN1210010
PCRB60;2025;2011;33715;TOTAL;45717;WEB;AUTOMOVIL;HONDA;FIT ;BLANCO;HB1060024
PFPT19;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE 2.0 AUT ;ROJO GRIS;SU1320081
PFPX12;2025;2014;35583;TOTAL;45717;WEB;CAMIONETA;KIA MOTORS ;BONGO 2.5 ;BLANCO;CT1320051
PFRB59;2025;2007;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE ;PLATEADO;SU1110062
PFRG42;2025;2009;16858;1°Cuota;45717;WEB;STATION WAGON;SSANGYONG;ACTYON 2.0 AUT ;PLATEADO;CT2250018
PGCK96;2025;2011;33715;TOTAL;45717;WEB;AUTOMOVIL;SUZUKI;SWIFT ;ROJO;HB2290117
PHBB88;2025;2008;16858;1°Cuota;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;PLATEADO;SU1320081
PJTW49;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO ;VERDE TURQUESA;HB1060026
PJTX14;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE 2.2 AUT ;NEGRO;SU1110057
PJVB20;2025;2007;33715;TOTAL;45717;WEB;CAMIONETA;CHEVROLET;CAPTIVA 2.0 AUT ;GRIS PLOMO;VN500032
PJVT96;2025;2021;37304;1°Cuota;45717;WEB;STATION WAGON;CHANGAN;CX70 ELITE 1.5 AUT ;BLANCO;SU470051
PKKX87;2025;2011;33715;TOTAL;45717;WEB;AUTOMOVIL;SUZUKI;SWIFT ;BLANCO;HB2290080
PKXT23;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;VELOSTER ;GRIS PLOMO;HB1110109
PLFD58;2025;2013;54991;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;SANTA FE 2.0 AUT ;GRIS;SU1110132
PLFF49;2025;2010;33715;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON;GRIS GRAFITO;SU1110084
PLFG41;2024;2013;104903;TOTAL;45717;WEB;TRACTOCAMION;VOLVO;VNL 670 ;NEGRO;  
PLSF81;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE 2.0 AUT ;BLANCO;SU1320081
PLSL91;2025;2021;120364;TOTAL;45717;WEB;CAMIONETA;HYUNDAI;PORTER HR STD CRDI A2 GLS 2AB AC;BLANCO;CT1110071
PRPL97;2025;2011;33715;TOTAL;45717;WEB;AUTOMOVIL;MAZDA;DEMIO 1.3 AUT ;ROJO BURDEO;SD1600177
PRZS33;2025;2014;33715;TOTAL;45717;WEB;AUTOMOVIL;SUZUKI;SWIFT ;PLATEADO;SD2290046
PRZT20;2025;2015;55067;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;CAPTIVA 2.2 AUT ;NEGRO;SU500099
PSKB80;2025;2012;33715;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;ORLANDO 2.0 AUT ;ROJO;VN500052
PYTL15;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;MAZDA;PREMACY ;ROJO BURDEO;VN1600034
PZDY87;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS ;SPORTAGE 2.0 AUT ;GRIS;SU1320119
PZJL81;2025;2021;35688;TOTAL;45717;WEB;STATION WAGON;CHERY;TIGGO 2 ;ROJO METALIZADO;SU490019
PZXB99;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT ;CAFE;HB1060024
RBZW12;2025;2007;16858;1°Cuota;45717;WEB;STATION WAGON;CHEVROLET;WINSTORM 2.0 AUT ;PLATEADO PLATA;VN500033
RCGT83;2025;2018;55911;TOTAL;45717;WEB;CAMIONETA;KIA MOTORS;BONGO III ;BLANCO;CT1320059
RCXX17;2025;2004;33715;TOTAL;45717;WEB;CAMIONETA;HYUNDAI;PORTER II ;BLANCO;CT1110026
RCXZ67;2025;2014;33715;TOTAL;45717;WEB;STATION WAGON;NISSAN;NOTE 1.2 AUT ;NEGRO;HB1760056
RDVD25;2025;2006;33715;TOTAL;45717;WEB;STATION WAGON;KIA MOTORS;SPORTAGE ;PLATEADO;SU1320085
RDVD47;2025;2012;34537;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;GRAND STAREX 2.5 AUT ;NEGRO;VN1110176
RDVF38;2025;2013;33715;TOTAL;45717;WEB;AUTOMOVIL;HYUNDAI;ACCENT ;GRIS;SD1110205
RFDF66;2025;2010;16858;1°Cuota;45717;WEB;STATION WAGON;KIA MOTORS;SORENTO ;GRIS;VN1320106
RFDG81;2025;2011;33715;TOTAL;45717;WEB;STATION WAGON;HONDA;FIT HYBRID ;AMARILLO;HB1060024
RFHK76;2025;2012;33715;TOTAL;45717;WEB;AUTOMOVIL;SUZUKI;SWIFT 1.3 AUT ;BLANCO;HB2290077
RFRG21;2025;2014;43976;TOTAL;45717;WEB;STATION WAGON;HYUNDAI;TUCSON ;GRIS;SU1110141
RFRL84;2025;2018;83538;TOTAL;45717;WEB;STATION WAGON;CHEVROLET;EQUINOX ;ROJO BURDEO;SU500131
RFRP41;2025;2022;128100;TOTAL;45717;WEB;CAMIONETA;GREAT WALL ;POER DCAB 2.0 ELITE ;BLANCO;CT910075
